Time Stamp,Time Between Messages,Moving Average Time Between Messages,Translation_x,Filtered Translation_x,Translation_y,Filtered Translation_y,Translation_z,Filtered Translation_z,Rotation_x,Filtered Rotation_x,Rotation_y,Filtered Rotation_y,Rotation_z,Filtered Rotation_z,Rotation_w,Filtered Rotation_w
1728644306.682605494,0.0,0.0,-0.26716090951636096,-0.26716090951636096,0.5789386290126064,0.5789386290126064,0.3382773538364743,0.3382773538364743,-0.040596662859061834,-0.040596662859061834,0.03010523032532219,0.03010523032532219,0.018440160795802955,0.018440160795802955,0.9985517245198627,0.9985517245198627
1728644306.724346335,0.04174089431762695,0.010435223579406738,-0.2659746976624311,-0.266567803589396,0.5762810879512036,0.5776098584819049,0.34330525779050136,0.3407913058134878,-0.038426275991345835,-0.03951146942520384,0.02944084745815017,0.02977303889173618,0.018433916953865793,0.018437038874834374,0.9986575231379979,0.9986046238289303
1728644306.756119413,0.03177309036254883,0.012252330780029297,-0.2687017358670928,-0.26716090951636096,0.5762453304031757,0.5762810879512036,0.34229421074113375,0.34229421074113375,-0.03747249333291604,-0.038426275991345835,0.026895907355318577,0.02944084745815017,0.018308163499350504,0.018433916953865793,0.9987678576927822,0.9986575231379979
1728644306.765537683,0.009418249130249023,0.01184746197291783,-0.2671312412184142,-0.26714607536738755,0.5780008220525631,0.5771409550018833,0.33991327433154117,0.34110374253633746,-0.039758665124024914,-0.039092470557685374,0.03118506230976066,0.02977303889173618,0.018442596541706102,0.018437038874834374,0.9985522575554531,0.9986048903467255
1728644306.793653457,0.02811574935913086,0.011104798316955567,-0.26942526991811233,-0.2679164885427535,0.5778474577218209,0.5770642728365123,0.33904775271712606,0.34110374253633746,-0.037841616598998436,-0.03813394629517214,0.029146745320853026,0.029293796389501598,0.01734348079006548,0.018371040226608147,0.9987080068590921,0.998682764998545
1728644306.818369632,0.02471613883972168,0.010443394000713643,-0.2675049100719179,-0.26810332296950534,0.5760781368759937,0.5770463940624984,0.343011553964117,0.34110374253633746,-0.04011023524159302,-0.03880014086151168,0.028724217211023608,0.02893548126593832,0.01872012053342593,0.018375380020528305,0.9986068523005899,0.9986574295798409
1728644306.868958363,0.05058884620666504,0.00931764841079712,-0.26524507436431066,-0.2673180756451661,0.5819536228135097,0.5779241398871919,0.3342042129965328,0.3394805135243336,-0.04880960018527937,-0.039934450182808966,0.03389749920163522,0.030165903815306844,0.019157403713454323,0.01858135853756602,0.9980488847549442,0.9985795549280214
1728644306.909773310,0.040814876556396484,0.010817516417730422,-0.26653340062750697,-0.26701915534971243,0.57959587672796,0.5787216672248905,0.33662231437992607,0.33783503354852606,-0.046821261990883274,-0.04346574861623814,0.03420226271857415,0.03152212226124412,0.019590103742063613,0.018938762123440128,0.9981253440755253,0.9983660981880575
1728644306.937270562,0.027497291564941406,0.008488837877909343,-0.26579804587673705,-0.266165723252122,0.5780802819917373,0.5788380793598487,0.33998656518012615,0.3383044397800261,-0.04300974846033107,-0.04491550522560717,0.03395519886861486,0.033926349035125036,0.018996634713927475,0.0190770192136909,0.998316750273538,0.9982210471745316
1728644307.34093804,0.09682321548461914,0.0103378927006441,-0.26561428214033533,-0.2657061640085362,0.5799351349340722,0.579765505831016,0.3354425940861572,0.3360324542330416,-0.036537900984829036,-0.04491550522560717,0.03358607871717481,0.033926349035125036,0.016966508615417163,0.0190770192136909,0.998623600108384,0.9982210471745316
1728644307.106591093,0.07249712944030762,0.010599637031555175,-0.2694928303470882,-0.266165723252122,0.5813245370661833,0.579765505831016,0.33179209587131164,0.3360324542330416,-0.048055569113784356,-0.04491550522560717,0.028845208000805825,0.03377063879289484,0.01879457701403856,0.018895605863983016,0.998251160844506,0.9982839555590219
1728644307.184277389,0.07768630981445312,0.010033435821533203,-0.27322626784741577,-0.26764543811191266,0.5807878702525633,0.5803615025933178,0.33069705513035297,0.3336173449787344,-0.04102341786019101,-0.04201658316026104,0.020752396409704627,0.031215643358990318,0.01698806351233673,0.017891320263187644,0.9987981892897201,0.998470175190961
1728644307.228639828,0.044362545013427734,0.010302534643209205,-0.2673844620893834,-0.26843864621823577,0.5818033862062237,0.5810562036593733,0.332664950282769,0.3322285230770403,-0.04239249132561618,-0.04170795459290359,0.03060200699661942,0.029723607498712622,0.0180917741303663,0.017539918821351516,0.998468367829348,0.998545983968866
1728644307.240335780,0.01169586181640625,0.01032833699826841,-0.26954364687951027,-0.26951823861329927,0.5819605850638474,0.5815639616362035,0.33173404421680397,0.3317630700440578,-0.04089262858866876,-0.04170795459290359,0.030708453786454305,0.029723607498712622,0.017456612601487724,0.01777419336592701,0.9985389579128278,0.9985036628710879
1728644307.296174561,0.055838823318481445,0.01005850854467173,-0.27240752572784893,-0.27097558630367957,0.5812150763798352,0.5815092312930294,0.3307374921635482,0.3312357681901761,-0.04464773660041295,-0.04170795459290359,0.024580765364033114,0.027591386180326267,0.018546471103565502,0.01777419336592701,0.9985281137755627,0.9985335358441952
1728644307.316891005,0.020716428756713867,0.010230410483575637,-0.26987156780718746,-0.26970760734334887,0.5817241114173534,0.5817637488117886,0.3313455323668031,0.3315397882918035,-0.04350347155164253,-0.04294798143862935,0.02903931541180574,0.02982066120421258,0.01767714910377695,0.017884461617071624,0.9984746789593274,0.9985013963674451
1728644307.338628969,0.021738052368164062,0.009239767638730332,-0.267045661408014,-0.26970760734334887,0.5802713969367235,0.5814695938985943,0.335047211174091,0.3315397882918035,-0.04197811989064539,-0.04274079572114396,0.03247468540139816,0.02987388459913002,0.01793966291124069,0.01780840600750882,0.9984294670897679,0.9985013963674451
1728644307.418752252,0.0801231861114502,0.010224259561962552,-0.2660959173830615,-0.26845861460760073,0.5776322822352191,0.5807432366582793,0.34108617767671223,0.33319637177044703,-0.03496309470832132,-0.04274079572114396,0.03278353709553182,0.03075700040660195,0.016944441799382728,0.01780840600750882,0.9987070178966553,0.9985013963674451
1728644307.438860015,0.020107746124267578,0.01021965452142664,-0.26714696282207956,-0.2670963121150468,0.580677992334142,0.5804746946354327,0.3348828264330179,0.33496501880355445,-0.04134431258754875,-0.04166121623909707,0.03128047680611658,0.031877581103757366,0.01702242897711163,0.01734978904044429,0.998510098346113,0.9984923886527202
1728644307.513241057,0.07438111305236816,0.010254759847381969,-0.26784160394619644,-0.2670963121150468,0.5805504102223898,0.5804109035795566,0.3363971570912898,0.3357221841326904,-0.04231203268497055,-0.04166121623909707,0.030226044036895983,0.031877581103757366,0.017890986775051968,0.0174567078760818,0.9984868505614686,0.9984984744537908
1728644307.526698392,0.013457298278808594,0.01016979332429817,-0.2621499262014283,-0.2666214401025705,0.5783767301560935,0.5794635701892417,0.3428947246202374,0.338741667384001,-0.037774917754562244,-0.039559615171055496,0.03925410143228865,0.0320320069508242,0.0176547000283515,0.017338564502731565,0.9983588947248823,0.9984984744537908
1728644307.568854731,0.04215645790100098,0.010186773607100564,-0.2665593100363653,-0.2668531364292224,0.5770777382475908,0.5794635701892417,0.3430441578731942,0.3396459408557636,-0.03703285917822687,-0.039559615171055496,0.03057494831093916,0.03092771255852787,0.01792323946855063,0.017772843401701734,0.9986853845750533,0.9984984744537908
1728644307.616967062,0.04811215400695801,0.010156102802442469,-0.26646130918204747,-0.2665103096092064,0.5817596351494895,0.5794635701892417,0.33456597571678115,0.3396459408557636,-0.046448802081158404,-0.040043475219766395,0.029938565124685786,0.030400496173917574,0.01827742004947878,0.0179071131218013,0.9983046263640348,0.9984228726431754
1728644307.626778846,0.009811878204345703,0.010152401462677986,-0.26963622384196306,-0.2665103096092064,0.5879894017503693,0.5800681826527915,0.3189697893393173,0.3387303501685093,-0.018741077018619885,-0.03740388846639456,-0.004954028607977427,0.030256756717812472,-0.006963151443360921,0.017788969748451067,0.9997878495734535,0.9985221396499677
1728644307.714188741,0.08740997314453125,0.010213696130431524,-0.2681691038063565,-0.26736420692136087,0.5825974057336969,0.5821785204415932,0.33176749472938205,0.3331667352230816,-0.045198821268718346,-0.04111584022347261,0.029523135495005053,0.02973085030984542,0.017827533357541343,0.017875386413045986,0.9983825068984571,0.9985339457367552
1728644307.791110020,0.07692122459411621,0.010169766364841286,-0.2647482723481476,-0.267315206494202,0.5811418096981902,0.5821785204415932,0.33573661270530364,0.3331667352230816,-0.045069410417401624,-0.045134115843059985,0.04058636185774099,0.02973085030984542,0.019083749592995556,0.01805247670351006,0.9979766059268385,0.9983435666312459
1728644307.827435076,0.03632497787475586,0.010131234616304921,-0.26927123736092473,-0.2687201705836406,0.5809991838563277,0.5818696077159435,0.33315239641374306,0.33245994557156255,-0.04157936394762714,-0.043324387182514384,0.035656580217604636,0.032589857856304846,0.019362989456084875,0.01845564147526845,0.9983109933383584,0.9983467501184078
